c instance by G2
19 -24 44 0
31 -8 -19 0
-51 19 -31 0
12 -25 38 0
28 -60 10 0
-12 -5 -48 0
-18 15 -59 0
-56 16 54 0
-29 2 43 0
-46 -5 -1 0
-32 28 30 0
-31 -48 -47 0
-54 -33 52 0
60 -59 -54 0
37 -33 -57 0
-56 42 -9 0
17 -42 36 0
-6 -2 -9 0
58 -22 31 0
1 -22 14 0
5 -9 -14 0
-14 -31 -30 0
-44 -38 -42 0
27 -49 38 0
42 29 -12 0
56 -9 27 0
16 3 41 0
52 -57 60 0
-30 -34 -28 0
-49 -46 -52 0
3 38 59 0
45 8 -6 0
-36 -22 21 0
57 29 -37 0
-38 35 56 0
-51 -36 -20 0
-26 53 10 0
-17 -45 48 0
-10 -58 -15 0
-54 -1 -14 0
38 3 15 0
34 14 58 0
26 55 25 0
-48 3 -57 0
27 34 -58 0
47 -21 -56 0
32 -18 26 0
12 53 60 0
12 4 49 0
11 -43 -2 0
-18 1 -58 0
36 -28 -37 0
-17 -26 44 0
-14 54 -1 0
25 30 29 0
29 -21 -59 0
41 -59 9 0
-2 22 12 0
-45 58 -36 0
40 46 -8 0
28 -1 40 0
5 -54 46 0
-45 -8 -20 0
52 -20 -37 0
52 45 42 0
14 18 50 0
43 50 7 0
29 26 -45 0
19 -51 -40 0
-50 38 43 0
